301.0 3.0 3.0 -9.66666666667 -9.33333333333 -10.0 -9.0 -10.0 -9.0 1.0
304.0 4.0 4.0 3.5 6.5 3.0 4.0 6.0 7.0 1.0
309.0 13.0 12.0 4.16666666667 9.0 3.0 5.0 7.0 12.0 1.0
311.0 102.0 73.0 -1.41095890411 -4.0 -8.0 4.0 -10.0 1.0 1.0
312.0 2.0 2.0 0.0 -9.5 0.0 0.0 -10.0 -9.0 1.0
314.0 6.0 6.0 -1.33333333333 -11.0 -3.0 0.0 -12.0 -10.0 1.0
316.0 3.0 3.0 -1.0 -11.0 -1.0 -1.0 -12.0 -10.0 1.0
322.0 7.0 7.0 -3.42857142857 -14.1428571429 -5.0 -2.0 -15.0 -13.0 1.0
325.0 2.0 2.0 2.0 -13.5 2.0 2.0 -14.0 -13.0 1.0
326.0 19.0 17.0 -4.11764705882 -11.4705882353 -7.0 -2.0 -14.0 -9.0 0.0
326.0 32.0 32.0 -13.03125 -2.9375 -19.0 -8.0 -6.0 -1.0 0.0
326.0 5.0 5.0 3.2 -8.6 2.0 4.0 -9.0 -8.0 0.0
326.0 13.0 13.0 -2.53846153846 4.46153846154 -6.0 0.0 2.0 6.0 0.0
326.0 20.0 18.0 -2.72222222222 -7.05555555556 -4.0 -1.0 -10.0 -4.0 0.0
328.0 654.0 355.0 0.405633802817 -0.030985915493 -12.0 14.0 -10.0 10.0 1.0
333.0 438.0 233.0 1.96137339056 5.47210300429 -5.0 9.0 -6.0 19.0 1.0
334.0 102.0 84.0 -1.86904761905 3.77380952381 -8.0 3.0 -2.0 10.0 1.0
335.0 1.0 1.0 1.0 10.0 1.0 1.0 10.0 10.0 1.0
336.0 6.0 6.0 1.5 9.0 1.0 2.0 8.0 10.0 1.0
341.0 36.0 31.0 3.8064516129 4.61290322581 0.0 6.0 1.0 9.0 1.0
344.0 5.0 5.0 8.0 2.4 7.0 9.0 1.0 3.0 1.0
348.0 10.0 10.0 -0.2 -16.2 -4.0 3.0 -17.0 -16.0 0.0
348.0 4.0 4.0 3.0 -10.5 2.0 4.0 -11.0 -10.0 0.0
348.0 74.0 60.0 5.3 -8.36666666667 1.0 11.0 -14.0 -4.0 0.0
348.0 2.0 2.0 -8.0 -1.5 -8.0 -8.0 -2.0 -1.0 0.0
348.0 23.0 21.0 0.380952380952 5.14285714286 -2.0 3.0 3.0 7.0 0.0
348.0 168.0 157.0 -3.47133757962 -6.71974522293 -14.0 6.0 -15.0 0.0 0.0
350.0 7.0 7.0 -3.42857142857 5.28571428571 -4.0 -3.0 4.0 7.0 1.0
352.0 2.0 2.0 2.5 -11.0 2.0 3.0 -11.0 -11.0 1.0
353.0 3.0 3.0 4.66666666667 -10.6666666667 4.0 5.0 -11.0 -10.0 1.0
355.0 154.0 108.0 2.43518518519 -11.3148148148 -5.0 12.0 -20.0 -4.0 1.0
358.0 1.0 1.0 4.0 -14.0 4.0 4.0 -14.0 -14.0 1.0
362.0 1.0 1.0 -4.0 -14.0 -4.0 -4.0 -14.0 -14.0 1.0
364.0 6.0 6.0 -6.5 -13.3333333333 -7.0 -5.0 -15.0 -12.0 1.0
365.0 323.0 221.0 7.10407239819 -1.07239819005 -2.0 18.0 -13.0 10.0 1.0
366.0 159.0 140.0 5.78571428571 1.68571428571 -1.0 12.0 -8.0 11.0 1.0
367.0 8.0 8.0 -12.125 -4.75 -13.0 -11.0 -6.0 -3.0 1.0
368.0 4.0 4.0 -11.5 -3.5 -12.0 -11.0 -4.0 -3.0 1.0
369.0 1.0 1.0 -13.0 -4.0 -13.0 -13.0 -4.0 -4.0 1.0
371.0 11.0 11.0 -14.0909090909 -6.36363636364 -16.0 -13.0 -8.0 -4.0 1.0
372.0 5.0 5.0 -12.2 -4.6 -13.0 -11.0 -5.0 -4.0 1.0
374.0 1.0 1.0 -15.0 -4.0 -15.0 -15.0 -4.0 -4.0 1.0
378.0 3.0 3.0 -15.0 -3.0 -16.0 -14.0 -3.0 -3.0 1.0
382.0 4.0 4.0 -16.5 -5.0 -17.0 -16.0 -6.0 -4.0 1.0
388.0 236.0 173.0 5.93063583815 4.95953757225 -3.0 16.0 -4.0 14.0 1.0
391.0 2.0 2.0 -11.5 1.0 -12.0 -11.0 1.0 1.0 0.0
391.0 3.0 3.0 11.0 -2.0 11.0 11.0 -3.0 -1.0 0.0
391.0 21.0 20.0 -0.6 -8.7 -4.0 2.0 -11.0 -6.0 0.0
392.0 2.0 2.0 6.5 5.0 6.0 7.0 5.0 5.0 1.0
